Basque	Finnish	French	German	Greek_Modern	Hebrew_Modern	Hindi	Indonesian	Japanese	Korean	Mandarin	Persian	Russian	Spanish	Tagalog	Thai	Turkish	Vietnamese
0.09999675751	0.06662511826	0.01134967804	0.02832198143	-0.04386072159	0.08618164063	0.1003622055	0.003465557098	-0.03069934845	-0.008219671249	-0.02094702721	-0.02853838205	-0.05361537933	0.02285137177	0.1049360752	-0.03891592026	0.01398305893	0.05927200317
0.1487733841	0.07871890068	0.02637996674	0.05493340492	-0.03523731232	0.1236077785	0.1381486416	0.04544687271	-0.02726206779	-0.01687860489	0.002955532074	0.005800175667	-0.06180105209	0.02762951851	0.1161422729	-0.0150493145	0.03614935875	0.1011054993
0.06293787956	0.03308053017	0.005460119247	0.02798089981	-0.04798412323	0.08847789764	0.1132201195	0.01112518311	-0.02476973534	-0.02508749962	-0.02159795761	-0.008575987816	-0.06136646271	0.006636571884	0.1036124706	-0.03345971107	0.02106175423	0.05454483032
-0.00738799572	-0.003594231606	-0.00494852066	0.006465244293	-0.03606402874	0.03648617268	-0.02117981911	0.03182384968	0.01128184795	0.01735579967	0.04584555626	-0.03038747907	-0.02725834846	0.001220369339	0.04942319393	-0.01614160538	-0.02849041224	-0.007585191727
0.08872900009	0.04504776001	-0.007595300674	0.0300951004	-0.07526063919	0.07801170349	0.1584649563	0.00479516983	-0.0247508049	-0.01168437004	-0.02748126984	-0.0642244935	-0.08492493629	-0.008494567871	0.06363925934	-0.02577142715	0.01183414459	0.04868159294
0.1074656963	0.06157126427	0.006364154816	0.02941670418	-0.03387532234	0.1119161129	0.08926286697	0.03133301735	-0.008559942245	0.00238609314	-0.001184129715	-0.004611849785	-0.04796900749	-0.003486394882	0.1450557232	-0.02251324654	0.02737870216	0.07699608803
0.01505661011	0.06314189434	0.03438816071	0.04784240723	-0.01978168488	0.1066843271	0.02357084751	0.04386312962	0.03838467598	0.06329813004	0.09015209675	-0.01770618558	-0.03476097584	0.01618204117	0.09042112827	0.08268609047	-0.004952383041	0.0141433239
0.1196021557	0.1077812195	0.04578142166	0.06896710396	0.01051855087	0.1368806839	0.1091431618	0.01920599937	0.01339025497	0.01004400253	0.02444257736	0.0173799634	-0.03107738495	0.03464860916	0.1000853062	0.0004780769348	0.04037942886	0.1229516506
0.1391330719	0.1027537346	0.02455310822	0.05030617714	-0.03483948708	0.122085762	0.1411015987	0.03582777977	-0.02653098106	-0.0008941650391	-0.004619598389	-0.01502941847	-0.05040569305	0.04076180458	0.1248039246	-0.01936125755	0.02502245903	0.09341950417
0.1028811932	0.02247185707	0.03834848404	0.04471530914	-0.0623588562	0.09833445549	0.148484087	0.02293725014	0.006498622894	-0.01183934212	0.04772186279	-0.02123931646	-0.09537715912	0.05515537262	0.1065490723	-0.0404361248	-0.03600382805	0.0402736187
0.05060801506	0.1860066891	0.158160305	0.1755764484	0.04693255425	0.331624651	0.07813367844	0.04301166534	-0.0359931469	-0.007798719406	0.1742643356	0.05887004137	-0.09851417542	0.0671081543	0.1993738651	0.02345061302	-0.07457976341	0.1678307533
0.1400729179	0.07824115753	0.055595541	0.07521791458	-0.01431102753	0.1460557938	0.119917202	0.04011063576	0.009130191803	-0.01798067093	0.01604275703	0.01054581404	-0.06508851051	0.04137024879	0.18676548	-0.0193128109	0.03259735107	0.1088202477
0.1023636818	0.06329960823	0.06182775497	0.06648550034	-0.04874105453	0.1045588493	0.09560446739	0.021717453	-0.01909813881	-0.02260575294	0.05342326164	-0.006632602215	-0.07723684311	0.06489825249	0.1386005878	-0.05502581596	0.003643608093	0.05088925362
0.1385879517	0.08733711243	0.02704205513	0.04728574753	-0.02335124016	0.08973989487	0.1232035637	0.01323375702	-0.00394320488	0.005478048325	-0.007381629944	-0.01129752398	-0.06755437851	0.00861825943	0.1542971134	0.001628303528	0.01230044365	0.08306427002
0.09223814011	0.06262640953	0.02301940918	0.07023034096	-0.05564036369	0.08094520569	0.1163080215	0.02424602509	-0.03765974045	-0.01835646629	-0.00942029953	-0.03976887465	-0.06969194412	0.01148109436	0.07242412567	-0.04788889885	0.009721088409	0.05652284622
0.1103394985	0.06335744858	0.01719884872	0.05376415253	-0.05737810135	0.1010898113	0.1666370392	0.044790411	-0.02273249626	-0.01462683678	-0.002251148224	-0.03983820677	-0.06558732986	0.002376365662	0.105343008	-0.04636330605	-0.01259884834	0.09011821747
0.06695055962	0.1286397934	0.01159415245	0.01405272484	-0.04215908051	0.1352414608	0.1071746349	-0.01640295982	-0.02633743286	-0.01503744125	-0.03523607254	-0.0204885006	-0.1003901958	0.02019114494	0.17631464	-0.01566677094	0.0008067131042	0.1589971066
0.1177444458	0.08411889076	0.02932195663	0.07652664185	-0.02999038696	0.1026930332	0.0935968399	0.03808412552	-0.01877837181	-0.004296588898	-0.0009627819061	-0.007296264172	-0.05515961647	0.04586238861	0.1205085754	-0.02507162094	0.02115912437	0.09362177849
0.09940047264	0.03161439896	0.009548044205	0.05547993183	-0.0516838789	0.08348636627	0.04807083607	0.0295343399	-0.01684505939	0.007305335999	0.05137848854	-0.01007061005	-0.08536350727	0.01972928047	0.09513947964	-0.02708704472	0.0146130085	0.0140789032
0.1135822296	0.08464736938	0.02597203255	0.03328313828	-0.03599267006	0.09908065796	0.1111330032	0.01092824936	-0.01496415138	-0.01267457008	-0.02352952957	-0.02301259041	-0.07032957077	0.0206964016	0.1254846096	-0.01888508797	0.01764354706	0.06610541344
0.0460609436	0.01903524399	-0.0369799614	-0.0446577549	-0.09330506325	-0.001453113556	0.08439602852	-0.05476498604	-0.05748119354	-0.04416089058	-0.06352548599	-0.09785079956	-0.1585555077	-0.02631692886	0.2010991096	-0.07084121704	-0.03905062675	0.05386528969
0.09814243317	0.09210782051	0.06794023514	0.05026798248	-0.03839640617	0.09158229828	0.1433811188	0.0276196003	-0.01094613075	-0.03227787018	0.01785011292	-0.009346246719	-0.08095426559	0.0382601738	0.1028952599	-0.03150982857	-0.0008344650269	0.03953347206
0.1321983814	0.05648293495	0.01817059517	0.06285090446	-0.08675546646	0.08409891129	0.1377951145	0.02499232292	-0.03748440742	-0.02742385864	-0.02621378899	-0.02005223036	-0.08726687431	0.01067209244	0.1160382748	-0.04960632324	0.0339328289	0.04409489632
0.09469866753	0.05881791115	0.02897133827	0.04868612289	-0.01100611687	0.1494969845	0.06823205948	0.0209051609	0.01971845627	0.03159017563	0.06401481628	-0.004928982258	-0.03029060364	0.01090831757	0.1109971523	-0.01417617798	0.004319190979	0.04766798019
0.08616161346	0.05243244171	0.02083468437	0.02313451767	-0.01022763252	0.1016456604	0.1146927357	0.0424012661	-0.0114484787	0.002166748047	0.009573030472	-0.02431741953	-0.03370847702	0.02295746803	0.1452967644	0.01592874527	0.022128582	0.04968900681
0.123093605	0.08959054947	0.04704313278	0.07080397606	-0.05357265472	0.1133179665	0.1088409901	0.06322622299	-0.02345795631	-0.007540512085	0.04876437187	0.0008704543114	-0.07751979828	0.07954983711	0.1481612206	-0.05028266907	0.0142326355	0.04085454941
0.1138055325	0.06299309731	0.03049836159	0.04627408981	-0.03836164474	0.08794760704	0.1190376282	0.0472951889	-0.009801197052	-0.001100826263	0.004636287689	-0.01998022795	-0.0638525486	0.02120184898	0.1530644894	-0.01098980904	0.03703575134	0.08718371391
0.107619524	0.04298386574	0.002859115601	0.01829910278	-0.07192611694	0.04011011124	0.1199578285	0.01125502586	-0.02741312981	-0.02614889145	-0.04219236374	-0.03094881773	-0.1041771412	-0.01460809708	0.2414252758	-0.03722772598	0.02442259789	0.065194273
0.09291696548	0.03788371086	0.02814445496	0.03954334259	-0.006379842758	0.1065048695	0.09179377556	0.02214078903	0.02380800247	0.01782197952	0.02816023827	-0.01122916937	-0.02917156219	0.03023023605	0.1051630497	0.0003458976746	0.04378437996	0.08147320747
0.02008414268	0.0535785675	0.02664453983	0.03889143467	-0.01614630222	0.1007042408	0.05509142876	0.02406723499	0.03958442211	0.01349627972	0.07527987957	-0.01155094504	-0.04846463203	0.03350908756	0.1185940981	0.00456430912	0.01288955212	0.03416218758